DanhMuc,CauHoi,CauTraLoi
,Hút thuốc lá điện tử trong trường bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Tự ý tạm dừng số điện thoại liên lạc của người khác bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Tự ý tạm dừng số điện thoại liên lạc của người khác bị xử lý gì,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Tự ý tạm dừng số điện thoại liên lạc của người khác bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Tự ý sử dụng thông tin của người khác khi chưa được sự đồng ý bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Tự ý sử dụng thông tin của người khác khi chưa được sự đồng ý bị xử lý gì,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Tự ý sử dụng thông tin của người khác khi chưa được sự đồng ý bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,"Đưa phần tử xấu vào trong trường gây ảnh hưởng xấu đến an ninh, trật tự trong nhà trường hoặc dẫn bạn vào trường mà không liên hệ bảo vệ, giám thị xin phép bị xử lý như thế nào",Tùy theo mức độ xử lý từ cảnh cáo đến buộc thôi học 
,"Đưa phần tử xấu vào trong trường gây ảnh hưởng xấu đến an ninh, trật tự trong nhà trường hoặc dẫn bạn vào trường mà không liên hệ bảo vệ, giám thị xin phép bị xử lý gì",Tùy theo mức độ xử lý từ cảnh cáo đến buộc thôi học 
,"Đưa phần tử xấu vào trong trường gây ảnh hưởng xấu đến an ninh, trật tự trong nhà trường hoặc dẫn bạn vào trường mà không liên hệ bảo vệ, giám thị xin phép bị xử lý ra sao",Tùy theo mức độ xử lý từ cảnh cáo đến buộc thôi học 
,"Đưa phần tử xấu vào trong trường gây ảnh hưởng xấu đến an ninh, trật tự trong nhà trường bị xử lý như thế nào",Tùy theo mức độ xử lý từ cảnh cáo đến buộc thôi học 
,"Đưa phần tử xấu vào trong trường gây ảnh hưởng xấu đến an ninh, trật tự trong nhà trường bị xử lý gì",Tùy theo mức độ xử lý từ cảnh cáo đến buộc thôi học 
,"Đưa phần tử xấu vào trong trường gây ảnh hưởng xấu đến an ninh, trật tự trong nhà trường bị xử lý ra sao",Tùy theo mức độ xử lý từ cảnh cáo đến buộc thôi học 
,"Dẫn bạn vào trường mà không liên hệ bảo vệ, giám thị xin phép bị xử lý như thế nào",Tùy theo mức độ xử lý từ cảnh cáo đến buộc thôi học 
,"Dẫn bạn vào trường mà không liên hệ bảo vệ, giám thị xin phép bị xử lý gì",Tùy theo mức độ xử lý từ cảnh cáo đến buộc thôi học 
,"Dẫn bạn vào trường mà không liên hệ bảo vệ, giám thị xin phép bị xử lý ra sao",Tùy theo mức độ xử lý từ cảnh cáo đến buộc thôi học 
,Điều khiển xe máy chở quá số người quy định vào trường bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Khiển trách, lần 2 - Cảnh cáo, lần 3 - Cảnh cáo lần 2, lần 4 - Đình chỉ học tập có thời hạn, lần 5 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Điều khiển xe máy chở quá số người quy định vào trường bị xử lý gì,"Hình thức xử lý: Lần 1 - Khiển trách, lần 2 - Cảnh cáo, lần 3 - Cảnh cáo lần 2, lần 4 - Đình chỉ học tập có thời hạn, lần 5 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Điều khiển xe máy chở quá số người quy định vào trường bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Khiển trách, lần 2 - Cảnh cáo, lần 3 - Cảnh cáo lần 2, lần 4 - Đình chỉ học tập có thời hạn, lần 5 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Ngồi trên xe máy chở quá số người quy định trong trường bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Khiển trách, lần 2 - Cảnh cáo, lần 3 - Cảnh cáo lần 2, lần 4 - Đình chỉ học tập có thời hạn, lần 5 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Ngồi trên xe máy chở quá số người quy định trong trường bị xử lý gì,"Hình thức xử lý: Lần 1 - Khiển trách, lần 2 - Cảnh cáo, lần 3 - Cảnh cáo lần 2, lần 4 - Đình chỉ học tập có thời hạn, lần 5 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Ngồi trên xe máy chở quá số người quy định trong trường bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Khiển trách, lần 2 - Cảnh cáo, lần 3 - Cảnh cáo lần 2, lần 4 - Đình chỉ học tập có thời hạn, lần 5 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Nghịch phá và vi phạm nguyên tắc an toàn cháy nổ trong trường bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Đình chỉ học tập có thời hạn, lần 2 - Buộc thôi học"
,Nghịch phá và vi phạm nguyên tắc an toàn cháy nổ trong trường bị xử lý gì,"Hình thức xử lý: Lần 1 - Đình chỉ học tập có thời hạn, lần 2 - Buộc thôi học"
,Nghịch phá và vi phạm nguyên tắc an toàn cháy nổ trong trường bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Đình chỉ học tập có thời hạn, lần 2 - Buộc thôi học"
,"Gây rối an ninh, gây mất trật tự trong trường bị xử lý như thế nào","Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,"Gây rối an ninh, gây mất trật tự trong trường bị xử lý gì","Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,"Gây rối an ninh, gây mất trật tự trong trường bị xử lý ra sao","Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Gây rối an ninh trong trường bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Gây rối an ninh trong trường bị xử lý gì,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Gây rối an ninh trong trường bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Gây mất trật tự trong trường bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Gây mất trật tự trong trường bị xử lý gì,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Gây mất trật tự trong trường bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Phá hoại cây xanh trong trường bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Phá hoại cây xanh trong trường bị xử lý gì,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Phá hoại cây xanh trong trường bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Bắt chim chóc trong trường bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Bắt chim chóc trong trường bị xử lý gì,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Bắt chim chóc trong trường bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Phá tổ chim trong trường bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Phá tổ chim trong trường bị xử lý gì,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Phá tổ chim trong trường bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Bắt tổ chim trong trường bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Bắt tổ chim trong trường bị xử lý gì,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Bắt tổ chim trong trường bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Đá banh trong lớp học bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Đá banh trong lớp học bị xử lý gì,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Đá banh trong lớp học bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Đá cầu trong lớp học bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Đá cầu trong lớp học bị xử lý gì,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Đá cầu trong lớp học bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Đá banh hành lang trường bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Đá banh hành lang trường bị xử lý gì,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Đá banh hành lang trường bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Đá cầu ở vườn hoa trường bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Đá cầu ở vườn hoa trường bị xử lý gì,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Đá cầu ở vườn hoa trường bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Đùa giỡn gây nguy hiểm cho người khác bị xử lý như thế nào ,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Đùa giỡn gây nguy hiểm cho người khác bị xử lý gì,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Đùa giỡn gây nguy hiểm cho người khác bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Đá cầu ở sân thượng trường bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Đá cầu ở sân thượng trường bị xử lý gì,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,Đá cầu ở sân thượng trường bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học"
,"Nói to, la lớn trong khuôn viên trường bị xử lý như thế nào","Hình thức xử lý: Lần 1 - Nhắc nhở, lần 2 - Phê bình, lần 3 - Nghiêm khắc phê bình, lần 4 - Khiển trách,  lần 5 - Cảnh cáo, lần 6 - Cảnh cáo lần 2, lần 7 - Đình chỉ học tập có thời hạn, lần 8 - Buộc thôi học"
,"Nói to, la lớn trong khuôn viên trường bị xử lý gì","Hình thức xử lý: Lần 1 - Nhắc nhở, lần 2 - Phê bình, lần 3 - Nghiêm khắc phê bình, lần 4 - Khiển trách,  lần 5 - Cảnh cáo, lần 6 - Cảnh cáo lần 2, lần 7 - Đình chỉ học tập có thời hạn, lần 8 - Buộc thôi học"
,"Nói to, la lớn trong khuôn viên trường bị xử lý ra sao","Hình thức xử lý: Lần 1 - Nhắc nhở, lần 2 - Phê bình, lần 3 - Nghiêm khắc phê bình, lần 4 - Khiển trách,  lần 5 - Cảnh cáo, lần 6 - Cảnh cáo lần 2, lần 7 - Đình chỉ học tập có thời hạn, lần 8 - Buộc thôi học"
,Nói to trong khuôn viên trường bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Nhắc nhở, lần 2 - Phê bình, lần 3 - Nghiêm khắc phê bình, lần 4 - Khiển trách,  lần 5 - Cảnh cáo, lần 6 - Cảnh cáo lần 2, lần 7 - Đình chỉ học tập có thời hạn, lần 8 - Buộc thôi học"
,Nói to trong khuôn viên trường bị xử lý gì,"Hình thức xử lý: Lần 1 - Nhắc nhở, lần 2 - Phê bình, lần 3 - Nghiêm khắc phê bình, lần 4 - Khiển trách,  lần 5 - Cảnh cáo, lần 6 - Cảnh cáo lần 2, lần 7 - Đình chỉ học tập có thời hạn, lần 8 - Buộc thôi học"
,Nói to trong khuôn viên trường bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Nhắc nhở, lần 2 - Phê bình, lần 3 - Nghiêm khắc phê bình, lần 4 - Khiển trách,  lần 5 - Cảnh cáo, lần 6 - Cảnh cáo lần 2, lần 7 - Đình chỉ học tập có thời hạn, lần 8 - Buộc thôi học"
,La lớn trong khuôn viên trường bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Nhắc nhở, lần 2 - Phê bình, lần 3 - Nghiêm khắc phê bình, lần 4 - Khiển trách,  lần 5 - Cảnh cáo, lần 6 - Cảnh cáo lần 2, lần 7 - Đình chỉ học tập có thời hạn, lần 8 - Buộc thôi học"
,La lớn trong khuôn viên trường bị xử lý gì,"Hình thức xử lý: Lần 1 - Nhắc nhở, lần 2 - Phê bình, lần 3 - Nghiêm khắc phê bình, lần 4 - Khiển trách,  lần 5 - Cảnh cáo, lần 6 - Cảnh cáo lần 2, lần 7 - Đình chỉ học tập có thời hạn, lần 8 - Buộc thôi học"
,La lớn trong khuôn viên trường bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Nhắc nhở, lần 2 - Phê bình, lần 3 - Nghiêm khắc phê bình, lần 4 - Khiển trách,  lần 5 - Cảnh cáo, lần 6 - Cảnh cáo lần 2, lần 7 - Đình chỉ học tập có thời hạn, lần 8 - Buộc thôi học"
,"Tụ tập trước giảng đường, phòng học đang có người học bị xử lý như thế nào","Hình thức xử lý: Lần 1 - Nhắc nhở, lần 2 - Phê bình, lần 3 - Nghiêm khắc phê bình, lần 4 - Khiển trách,  lần 5 - Cảnh cáo, lần 6 - Cảnh cáo lần 2, lần 7 - Đình chỉ học tập có thời hạn, lần 8 - Buộc thôi học"
,"Tụ tập trước giảng đường, phòng học đang có người học bị xử lý gì","Hình thức xử lý: Lần 1 - Nhắc nhở, lần 2 - Phê bình, lần 3 - Nghiêm khắc phê bình, lần 4 - Khiển trách,  lần 5 - Cảnh cáo, lần 6 - Cảnh cáo lần 2, lần 7 - Đình chỉ học tập có thời hạn, lần 8 - Buộc thôi học"
,"Tụ tập trước giảng đường, phòng học đang có người học bị xử lý ra sao","Hình thức xử lý: Lần 1 - Nhắc nhở, lần 2 - Phê bình, lần 3 - Nghiêm khắc phê bình, lần 4 - Khiển trách,  lần 5 - Cảnh cáo, lần 6 - Cảnh cáo lần 2, lần 7 - Đình chỉ học tập có thời hạn, lần 8 - Buộc thôi học"
,Tụ tập trước giảng đường đang có người học bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Nhắc nhở, lần 2 - Phê bình, lần 3 - Nghiêm khắc phê bình, lần 4 - Khiển trách,  lần 5 - Cảnh cáo, lần 6 - Cảnh cáo lần 2, lần 7 - Đình chỉ học tập có thời hạn, lần 8 - Buộc thôi học"
,Tụ tập trước giảng đường đang có người học bị xử lý gì,"Hình thức xử lý: Lần 1 - Nhắc nhở, lần 2 - Phê bình, lần 3 - Nghiêm khắc phê bình, lần 4 - Khiển trách,  lần 5 - Cảnh cáo, lần 6 - Cảnh cáo lần 2, lần 7 - Đình chỉ học tập có thời hạn, lần 8 - Buộc thôi học"
,Tụ tập trước giảng đường đang có người học bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Nhắc nhở, lần 2 - Phê bình, lần 3 - Nghiêm khắc phê bình, lần 4 - Khiển trách,  lần 5 - Cảnh cáo, lần 6 - Cảnh cáo lần 2, lần 7 - Đình chỉ học tập có thời hạn, lần 8 - Buộc thôi học"
,Tụ tập trước phòng học đang có người học bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Nhắc nhở, lần 2 - Phê bình, lần 3 - Nghiêm khắc phê bình, lần 4 - Khiển trách,  lần 5 - Cảnh cáo, lần 6 - Cảnh cáo lần 2, lần 7 - Đình chỉ học tập có thời hạn, lần 8 - Buộc thôi học"
,Tụ tập trước phòng học đang có người học bị xử lý gì,"Hình thức xử lý: Lần 1 - Nhắc nhở, lần 2 - Phê bình, lần 3 - Nghiêm khắc phê bình, lần 4 - Khiển trách,  lần 5 - Cảnh cáo, lần 6 - Cảnh cáo lần 2, lần 7 - Đình chỉ học tập có thời hạn, lần 8 - Buộc thôi học"
,Tụ tập trước phòng học đang có người học bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Nhắc nhở, lần 2 - Phê bình, lần 3 - Nghiêm khắc phê bình, lần 4 - Khiển trách,  lần 5 - Cảnh cáo, lần 6 - Cảnh cáo lần 2, lần 7 - Đình chỉ học tập có thời hạn, lần 8 - Buộc thôi học"
,Đi vào khu vực sinh viên không được phép vào bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Nhắc nhở, lần 2 - Phê bình, lần 3 - Nghiêm khắc phê bình, lần 4 - Khiển trách,  lần 5 - Cảnh cáo, lần 6 - Cảnh cáo lần 2, lần 7 - Đình chỉ học tập có thời hạn, lần 8 - Buộc thôi học"
,Đi vào khu vực sinh viên không được phép vào bị xử lý gì,"Hình thức xử lý: Lần 1 - Nhắc nhở, lần 2 - Phê bình, lần 3 - Nghiêm khắc phê bình, lần 4 - Khiển trách,  lần 5 - Cảnh cáo, lần 6 - Cảnh cáo lần 2, lần 7 - Đình chỉ học tập có thời hạn, lần 8 - Buộc thôi học"
,Đi vào khu vực sinh viên không được phép vào bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Nhắc nhở, lần 2 - Phê bình, lần 3 - Nghiêm khắc phê bình, lần 4 - Khiển trách,  lần 5 - Cảnh cáo, lần 6 - Cảnh cáo lần 2, lần 7 - Đình chỉ học tập có thời hạn, lần 8 - Buộc thôi học"
,"Treo áp phích, băng rôn trong trường mà chưa được sự đồng ý của nhà trường bị xử lý như thế nào","Hình thức xử lý: Tùy theo mức độ, xử lý từ nghiêm khắc phê bình đến buộc thôi học"
,"Treo áp phích, băng rôn trong trường mà chưa được sự đồng ý của nhà trường bị xử lý gì","Hình thức xử lý: Tùy theo mức độ, xử lý từ nghiêm khắc phê bình đến buộc thôi học"
,"Treo áp phích, băng rôn trong trường mà chưa được sự đồng ý của nhà trường bị xử lý ra sao","Hình thức xử lý: Tùy theo mức độ, xử lý từ nghiêm khắc phê bình đến buộc thôi học"
,Phát tờ rơi trong trường mà chưa được sự đồng ý của nhà trường bị xử lý như thế nào,"Hình thức xử lý: Tùy theo mức độ, xử lý từ nghiêm khắc phê bình đến buộc thôi học"
,Phát tờ rơi trong trường mà chưa được sự đồng ý của nhà trường bị xử lý gì,"Hình thức xử lý: Tùy theo mức độ, xử lý từ nghiêm khắc phê bình đến buộc thôi học"
,Phát tờ rơi trong trường mà chưa được sự đồng ý của nhà trường bị xử lý ra sao,"Hình thức xử lý: Tùy theo mức độ, xử lý từ nghiêm khắc phê bình đến buộc thôi học"
,Buôn bán dưới mọi hình thức mà chưa được sự đồng ý của nhà trường bị xử lý như thế nào,"Hình thức xử lý: Tùy theo mức độ, xử lý từ nghiêm khắc phê bình đến buộc thôi học"
,Buôn bán dưới mọi hình thức mà chưa được sự đồng ý của nhà trường bị xử lý gì,"Hình thức xử lý: Tùy theo mức độ, xử lý từ nghiêm khắc phê bình đến buộc thôi học"
,Buôn bán dưới mọi hình thức mà chưa được sự đồng ý của nhà trường bị xử lý ra sao,"Hình thức xử lý: Tùy theo mức độ, xử lý từ nghiêm khắc phê bình đến buộc thôi học"
,Cố tình nộp chậm học phí mà không có lý do chính đáng bị xử lý như thế nào,"Hình thức xử lý: Tùy theo mức độ, xử lý từ nhắc nhở đến buộc thôi học"
,Cố tình nộp chậm học phí mà không có lý do chính đáng bị xử lý gì,"Hình thức xử lý: Tùy theo mức độ, xử lý từ nhắc nhở đến buộc thôi học"
,Cố tình nộp chậm học phí mà không có lý do chính đáng bị xử lý ra sao,"Hình thức xử lý: Tùy theo mức độ, xử lý từ nhắc nhở đến buộc thôi học"
,Không nộp học phí theo quy định nhà trường mà không có lý do chính đáng bị xử lý như thế nào,"Hình thức xử lý: Tùy theo mức độ, xử lý từ nhắc nhở đến buộc thôi học"
,Không nộp học phí theo quy định nhà trường mà không có lý do chính đáng bị xử lý gì,"Hình thức xử lý: Tùy theo mức độ, xử lý từ nhắc nhở đến buộc thôi học"
,Không nộp học phí theo quy định nhà trường mà không có lý do chính đáng bị xử lý ra sao,"Hình thức xử lý: Tùy theo mức độ, xử lý từ nhắc nhở đến buộc thôi học"
,Không nộp bảo hiểm y tế mà không có lý do chính đáng bị xử lý như thế nào,"Hình thức xử lý: Tùy theo mức độ, xử lý từ nhắc nhở đến buộc thôi học"
,Không nộp bảo hiểm y tế mà không có lý do chính đáng bị xử lý gì,"Hình thức xử lý: Tùy theo mức độ, xử lý từ nhắc nhở đến buộc thôi học"
,Không nộp bảo hiểm y tế mà không có lý do chính đáng bị xử lý ra sao,"Hình thức xử lý: Tùy theo mức độ, xử lý từ nhắc nhở đến buộc thôi học"
,Đánh bạc trong trường bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học; Tùy mức độ có thể giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Đánh bạc trong trường bị xử lý gì,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học; Tùy mức độ có thể giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Đánh bạc trong trường bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học; Tùy mức độ có thể giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Đánh bạc dưới mọi hình thức trong trường bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học; Tùy mức độ có thể giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Đánh bạc dưới mọi hình thức trong trường bị xử lý gì,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học; Tùy mức độ có thể giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Đánh bạc dưới mọi hình thức trong trường bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học; Tùy mức độ có thể giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Xem đánh bài trong trường mà không báo với đơn vị chức năng bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Nghiêm khắc phê bình, lần 2 - Khiển trách, lần 3 - Cảnh cáo, lần 4 - Cảnh cáo lần 2, lần 5 - Đình chỉ học tập có thời hạn, lần 6 - Buộc thôi học"
